,Attr1,Attr2,Attr3,Attr6,Attr9,Attr12,Attr13,Attr17,Attr19,Attr21,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr30,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr45,Attr46,Attr48,Attr49,Attr50,Attr52,Attr53,Attr54,Attr56,Attr57,Attr59,class
3623,0.14659,0.43246,0.25914,0.2972,1.8564,0.53584,0.11952,2.3123,0.098557,0.99384,0.078965,0.24125,0.46739,0.42896,14.443,0.64878,0.2148,4.0081,0.12302,1.8564,0.64423,0.066272,0.10429,0.079936,0.33748,0.48683,0.10249,0.055211,1.3887,0.19699,1.4209,1.6129,0.066272,0.25829,0.13514,0
3625,0.009214,0.71965,0.12586,-0.00159,1.641,0.017426,0.03311,1.3896,0.007193,1.1295,0.005615,-0.073034,0.1958,0.071902,1.2205,0.63938,0.41802,1.6453,0.47325,1.641,0.3207,0.28839,0.10384,0.26242,0.021773,0.56102,0.00635,0.00387,1.116,0.57203,1.4242,1.6292,0.28839,0.032863,0.14396,0
3631,-0.017735,0.22128,0.58867,-0.047849,0.94368,-0.35504,0.071924,4.5193,-0.032838,1.0,-0.033048,-0.051849,0.7736,0.17392,-0.45369,1.6276,0.25652,-0.1166,-0.0258,0.5723,0.94524,-0.048076,1.7775,0.23914,-0.045859,5.0686,-0.08202,-0.15284,2.8847,0.087283,2.1388,2.6134,-0.05968,-0.022925,0.22187,0
3634,0.069064,0.59821,0.29542,0.1924,1.1046,0.2377,0.059819,1.6717,0.042463,1.2207,0.032325,0.22239,0.39314,0.17744,0.93885,0.91491,0.26685,0.30358,0.1816,2.1607,0.60967,0.084998,0.09248,0.089933,0.19572,0.84948,0.14452,0.067643,1.1319,0.19732,1.2176,1.8881,0.094658,0.17567,0.55075,0
3637,0.036665,0.24586,0.61795,0.087959,1.0307,0.20773,0.03534,4.0674,0.024568,1.1248,0.017736,0.12194,0.75311,0.23971,0.25076,0.25904499999999997,0.054037,0.20455,0.050292,2.084,0.75448,0.024328,0.6052,0.1114,0.079121,1.6322,0.028023,0.013556,3.5078,0.1219,5.4747,5.4847,0.029823,0.048685,0.001825,0
3638,0.10838,0.33117,0.47185,0.11055,1.1049,1.1442,0.13127,3.0196,0.091294,1.1998,0.075952,0.12758,0.62232,0.4995,1.1274,1.1389,0.22148,0.43968,0.14561,1.4487,0.83964,0.10204,0.15155,0.053727,0.24688,1.2886,0.088568,0.062069,1.7686,0.088156,1.5021,2.0267,0.094907,0.17415,0.34921,0
3639,0.020248,0.50199,0.67705,0.0,1.8604,0.18825,0.026758,1.9921,0.018968,0.85983,0.010883,0.095153,0.47374,0.069204,0.49142,0.25904499999999997,0.26047,3.5124,0.097227,1.8604,0.80846,0.05226,0.13378,0.14652,0.067975,3.0227,0.085222,0.045807,1.7222,0.10632,3.6756,5.967,0.05226,0.040658,0.6234,0
3644,0.41567,0.077415,0.77621,0.40753,0.87143,0.20429,1.3974,12.917,1.3402,0.81301,1.1212,0.47992,0.80899,0.22617500000000001,11.289,0.25904499999999997,-1.6758,6.2043,0.48031,1.0203,0.82003,1.2955,0.108595,0.005075,5.9198,11.636,0.45908,1.2383,10.884,0.15603,5.1393,5.2094,-0.14754,0.51381,0.01364,0
3646,0.001911,0.33397,0.44306,1e-05,1.3816,0.011965,0.025005,2.9943,0.002318,1.0131,0.001383,0.10977,0.65187,0.099572,0.74196,1.5316,0.23164,4.1564,-0.006545,1.3816,0.73007,-0.004738,0.089563,0.1949,0.004529,1.079,-0.005568,-0.00403,2.1281,0.19282,2.3023,2.5237,-0.004738,0.002869,0.09615,0
3648,0.050244,0.55136,0.76924,0.0,0.53264,0.24718,0.30429,1.8137,0.09433,1.1367,0.09433,0.091912,0.2829,0.29396,0.0,0.25904499999999997,0.97438,0.48338,0.001567,0.53264,0.79651,0.002941,0.16443,0.16434,0.13591,2.9657,-0.11183,-0.20996,1.7638,0.7627,16.317,28.968,0.49964,0.11199,0.77538,0
3649,0.18032,0.39591,0.30793,0.0,1.681,0.66186,0.16392,2.5258,0.13533,1.4726,0.10727,0.37156,0.5989,0.57687,6.0977,0.88392,0.23552,2.0698,0.88047,1.681,0.65411,0.52378,0.1435,0.043362,0.46831,0.77562,0.20821,0.12386,1.6459,0.41943,1.7341,1.8776,0.52378,0.2985,0.0828,0
3654,-0.061491,0.39065,0.43719,-0.012562,0.77721,-0.29818,-0.047802,2.5599,-0.074834,1.0114,-0.079118,-0.088782,0.54167,-0.10363,-2.2603,1.1888,0.47095,1.5021,0.222,0.77721,0.71148,0.28564,0.21092,-0.63692,-0.27266,2.0852,-0.062465,-0.08037,1.6185,0.33242,1.6569,1.9347,0.28564,-0.10087,0.16766,0
3659,0.08793,0.26356,0.56861,-0.001138,1.663,0.66822,0.45539,3.7942,0.052875,1.1711,0.052875,0.086808,0.55497,0.22617500000000001,0.0,1.8966,0.064227,2.0608,0.014153,1.663,0.85885,0.008511,1.218,0.013125,0.29861,3.0834,-0.66937,-0.40252,2.6567,0.24227,2.4564,2.8647,0.67339,0.1194,0.16622,0
3663,0.065843,0.28575,0.60611,0.16283,1.0658,0.30485,0.10963,3.4995,0.068999,1.2465,0.057571,0.20062,0.71369,0.39302,0.81287,0.25904499999999997,0.21969,0.30524,0.087224,1.2068,0.74058,0.076265,0.26476,0.070273,0.11464,1.1227,0.04076,0.035639,3.027,0.24124,5.2852,5.4844,0.061776,0.092257,0.037685,0
3665,-0.027008,0.8827,0.11942,0.0,2.0417,-0.050306,0.004228,1.1329,-0.018158,0.75541,-0.013228,0.006742,0.02439,0.021181,-0.6387,0.83137,0.43078,2.2971,0.014003,2.0417,0.24607,0.006859,0.005366,1.2261,-0.1003,0.79667,-0.067411,-0.033018,0.97016,0.36344,0.81661,1.7131,0.006859,-0.23025,1.0979,0
3668,0.04853,0.36291,0.1116,0.10549,1.0732,0.22709,0.10905,2.7555,0.047101,1.1314,0.047101,0.10549,0.63709,0.3096,0.66745,0.16541,0.27357,0.17657,0.064081,1.0312,0.7863,0.062195,0.39517,0.09328,0.26962,0.67995,0.000254,0.000246,0.89636,0.22258,0.94425,1.1654,0.068176,0.076174,0.23421,0
3669,-0.030991,0.19464,0.28347,-0.05404,0.99443,-0.17786,-0.009237,5.1378,-0.029978,0.99889,-0.028755,-0.040415,0.79558,-0.044372,-0.040859,0.52998,0.17461,-0.022752,-0.004428,1.0859,0.80856,-0.004109,0.065043,0.35696,-0.15318,1.4467,-0.026783,-0.02485,2.3897,0.16761,1.4874,1.5117,-0.005604,-0.038954,0.016315,0
3671,0.028388,0.30429,0.14639,0.082504,0.82311,0.14547,0.081931,3.2864,0.038219,1.1124,0.030659,0.089503,0.60676,0.2263,0.32498,0.23985,0.18867,0.12014,0.036557,1.1737,0.66779,0.039482,1.0141,0.12987,1.1845,1.5033,-0.003917,-0.004231,1.2805,0.21625,0.99411,1.0941,-0.21491,0.046786,0.10059,0
3675,0.11875,0.61714,0.25676,0.20035,1.1615,0.5269,0.18592,1.6204,0.12137,1.2061,0.12137,0.20035,0.36198,0.29475,1.6704,0.49581,0.59371,0.228,0.14071,0.99435,0.75374,0.14381,0.16515,0.099528,0.4096,0.85284,0.077556,0.079267,0.78125,0.26756,0.699,1.4555,0.13908,0.32806,1.0823,0
3678,0.38093,0.34272,0.33836,0.0,2.434,1.9846,0.21638,2.9178,0.19366,1.0633,0.15651,0.89904,0.54049,1.2728,1170.4,0.79778,0.11755,5.8286,0.43641,2.434,0.74962,0.1793,0.24635,0.022341,1.5332,1.3785,0.40076,0.16465,1.6803,0.1189,1.5497,1.7674,0.1793,0.57956,0.14049,0
3683,0.46359,0.33994,0.23923,0.0,2.18,0.20429,0.22886,2.9417,0.21251,1.1785,0.21265,0.82751,0.65665,1.4686,29.712,0.38911,0.13532,5.0866,0.45088,2.18,0.85404,0.20682,0.31635,0.022028,1.8446,0.9172,0.44314,0.20327,1.1331,0.084409,1.0736,1.3891,0.20682,0.70235,0.2939,0
3688,0.17272,0.1592,0.62772,0.0,1.9331,1.1385,0.098325,6.2815,0.089349,1.0449,0.089349,0.27704,0.1827,1.1939,28.107,0.25904499999999997,0.069849,10.965,0.18753,1.9331,0.84829,0.09701,0.16568,0.027013,0.31635,1.5387,0.16174,0.08367,4.896,0.086912,3.8121,3.846,0.09701,0.20543,0.008902,0
3692,0.11341,0.35945,0.53171,0.32111,1.0729,0.60178,0.080322,2.782,0.06769,1.1894,0.053679,0.40048,0.62637,0.38977,0.67833,2.3055,0.12595,0.37163,0.13358,2.1551,0.74816,0.063226,0.40365,0.073734,0.34296,1.8459,0.10689,0.050594,2.1404,0.12068,2.7159,3.244,0.067914,0.18106,0.19444,0
3695,0.00227,0.24526,0.46492,0.041679,1.0161,0.043996,0.012116,4.0774,0.002757,1.2593,0.000599,0.066826,0.72719,0.15388,0.08051,1.5621,0.058709,0.12243,0.030026,3.7952,0.73499,0.007923,0.10294,0.12311,0.01399,2.2747,-0.005443,-0.001436,2.8639,0.06367,2.4433,2.4695,0.015861,0.003122,0.010728,0
3699,0.23297,0.40812,0.32329,0.48007,1.2101,0.72134,0.17558,2.4502,0.16185,1.1826,0.12985,0.59713,0.57464,0.63121,1.9853,1.1792,0.21344,0.72122,0.29435,1.8133,0.58022,0.16406,0.068718,0.042063,0.42977,0.45653,0.2697,0.15032,1.7785,0.27151,2.096,2.1163,0.17362,0.40541,0.009704,0
3703,0.11143,0.76392,-0.20392,-0.14607,3.1787,0.29894,0.049662,1.309,0.039001,0.97723,0.035054,0.15306,-0.03286,0.19022,4.3727,-0.25839,0.2352,4.0017,0.1217,3.1787,0.5853,0.038286,0.049556,0.15738,2.0319,0.37602,0.094023,0.029579,0.27591,0.13566,0.29913,0.74161,0.038286,0.47199,1.4793,0
3707,0.017754,0.55434,0.21261,0.083299,1.0128,0.078243,0.031955,1.8039,0.013064,1.2453,0.011615,0.097883,0.44566,0.084121,0.12542,0.39951,0.32978,0.034149,0.01893,1.5549,0.74477,0.012384,0.20281,0.38122,0.099541,1.1342,-0.009947,-0.006507,0.84395,0.16911,0.83745,1.3995,0.012639,0.039839,0.67116,0
3709,0.090602,0.095466,0.48376,0.52453,1.032,1.3811,0.081134,10.475,0.037164,0.85945,0.028892,0.64637,0.88321,2.3934,0.45675,1.1202,-0.05532,1.4538,0.13879,3.1827,0.8943,0.04426,0.108595,0.011344,7.157,6.583,0.000908,0.000289,5.9513,0.027769,2.0452,2.0708,0.030995,0.10258,0.012551,0
3711,0.009382,0.71622,0.33669,-0.16417,2.5449,0.027279,0.0276,1.3962,0.003924,1.339,0.003687,0.063979,-0.065852,0.097226,0.94147,1.1329,0.26681,3.4341,0.085345,2.5449,0.58703,0.033535,0.15386,0.2533,0.039573,1.2721,-0.026253,-0.010316,0.98127,0.14885,0.95487,1.9753,0.033535,0.033061,1.0686,0
3716,0.066272,0.21472,0.33821,0.066272,0.67625,0.47794,0.15267,4.6573,0.11398,1.3628,0.097999,0.15499,0.73628,0.43048,12.13,0.67573,0.31751,1.5591,0.35185,0.67625,0.83872,0.52029,0.89426,0.068932,0.26651,1.5553,0.05151,0.076171,2.3262,0.48174,1.569,1.6757,0.52029,0.0,0.068057,0
3718,0.13392,0.53697,0.231,0.28149,1.0834,0.36091,0.10849,1.8623,0.089743,1.6988,0.074451,0.35436,0.41151,0.31222,1.0773,0.71807,0.29423,0.3331,0.17886,1.864,0.50118,0.099434,0.1957,0.08304,0.48064,0.89351,0.14513,0.080683,1.2632,0.2694,1.2792,1.5579,0.076978,0.32545,0.2179,0
3719,0.016509,0.79397,0.12114,0.0,2.5628,0.038232,0.023036,1.2595,0.008913,1.1758,0.006442,0.04267,0.20142,0.066378,0.37442,0.43046,0.2993,3.2017,0.020697,2.5628,0.398,0.008076,0.045692,0.45492,0.028861,0.24534,-0.01421,-0.005545,0.90506,0.23502,0.73213,1.4143,0.008076,0.080128,0.93178,0
3720,0.082979,0.69918,0.091898,0.0,1.071,0.12811,0.10242,1.4302,0.077477,1.5142,0.077477,0.12941,0.082979,0.15688,10.434,0.35294,0.63225,1.4026,0.090305,1.071,0.35227,0.084317,0.048165,0.19998,0.15311,0.30515,0.063122,0.058937,1.0578,0.66046,1.1553,1.3529,0.084317,0.27585,0.17107,0
3723,0.002709,0.50232,0.17767,0.052204,0.99711,0.027114,0.090826,1.9907,0.009988,1.1122,0.003028,0.048805,0.31119,0.14934,0.33724,0.36052,0.52018,0.060225,0.030253,1.0115,0.48401,0.033822,0.1209,0.16102,0.010686,0.76996,-0.042055,-0.047017,1.0097,0.36732,0.63145,0.98212,-0.002898,0.008704,0.55533,0
3726,0.12538,0.41245,0.44324,0.05733,1.7676,0.68811,0.097407,2.4245,0.091634,1.2479,0.070935,0.23372,0.56051,0.32874,4.9209,1.3792,0.18643,3.7593,0.21707,1.7676,0.76462,0.12281,0.37487,0.064432,0.35086,1.3648,0.19297,0.10917,1.6453,0.15181,1.8282,2.3792,0.12281,0.2134,0.30136,0
3727,0.024673,0.37191,-0.076887,0.039806,1.032,0.082287,0.15121,2.6888,0.045245,1.0503,0.036941,0.06047,0.60509,0.25663,0.36409,-0.10834,0.53027,0.063357,0.023564,0.69353,0.60977,0.03528,0.051262,0.12962,0.14217,0.31806,-0.047206,-0.07068,0.7807,0.56744,0.85267,0.85925,0.03101,0.040775,0.007726,0
3731,-0.008851,0.75727,-0.090085,1.4862,4.442,-0.012905,0.00943,1.3205,-0.001993,0.94407,-0.001993,0.047489,0.2385,0.055313,0.41384,-0.22287,0.15676,5.8567,0.006868,4.442,0.31412,0.001546,0.089158,0.30336,-0.097441,0.73622,-0.018265,-0.004112,0.78677,0.15465,0.60053,0.77713,0.001546,-0.036464,0.29408,0
3732,0.13436,0.21973,0.17893,0.57117,1.7155,1.1073,0.11804,4.551,0.078323,1.0188,0.078323,0.35674,0.56324,0.92156,7.1027,0.25571,0.1097,7.0982,0.15579,1.7155,0.87866,0.090814,0.27201,0.032656,1.8204,1.8663,0.088025,0.051312,1.3665,0.077797,1.1151,1.2557,0.090813,0.1722,0.1261,0
3737,-0.18665,0.14685,0.50471,0.0,0.5896,-1.3448,-0.17672,6.8097,-0.31557,1.0228,-0.31656,-0.24473,0.80487,-0.71351,-16.337,1.414,0.24907,5.2975,-0.18833,0.5896,0.85574,-0.31942,2.4982,-0.044952,-1.0815,3.4006,-0.27263,-0.4624,4.3791,0.17785,2.3902,2.3975,-0.31942,-0.21877,0.003037,0
3738,0.17282,0.58512,-0.043036,0.0,5.3871,0.3158,0.037495,1.7091,0.032081,0.99991,0.032081,0.37091,0.35559,0.34522,0.0,-0.086802,0.081431,8.2617,0.025325,5.3871,0.44182,0.004701,0.27724,0.66865,0.72405,0.4852,-0.029169,-0.005415,0.86172,0.11321,0.83681,0.89114,0.10266,0.41656,0.064927,0
3740,0.15103,0.70997,0.15182,-37.292,1.0285,0.44916,0.10011,1.4085,0.087485,1.6542,0.072367,0.30114,0.29001,0.24983,0.9898,0.34372,0.33514,0.28289,0.20084,2.2824,0.59349,0.096238,0.037618,0.10274,0.42598,0.50129,0.1745,0.083613,0.78638,0.20032,0.65657,1.3437,0.027705,0.52077,1.0465,0
3742,0.074581,0.56677,0.17175,0.0,1.4706,0.28693,0.12148,1.7644,0.064078,1.3385,0.050715,0.11648,0.20799,0.28054,4.1378,0.34361,0.3273,2.4485,0.082849,1.4706,0.59251,0.056338,0.27623,0.09506,0.90177,1.2711,0.029897,0.02033,0.88248,0.23665,0.86674,1.1854,0.056338,0.17215,0.36766,0
3743,0.042956,0.43263,0.24215,0.0,1.1008,0.14823,0.087541,2.3114,0.039021,1.2057,0.039021,0.1221,0.5466,0.22275,3.4393,0.51734,0.38901,2.4383,0.04596,1.1008,0.62734,0.04175,0.020305,0.13919,0.12195,0.6201,-0.003219,-0.002924,1.2295,0.27472,1.2122,1.3403,0.04175,0.075711,0.1057,0
3745,0.052054,0.68017,0.20882,0.0,2.461,0.1201,0.043011,1.4702,0.0291,1.2217,0.021151,0.10276,0.27847,0.12686,3.277,1.0715,0.2621,3.4566,0.10993,2.461,0.36779,0.044667,0.06595,0.16518,0.19873,0.91092,0.068793,0.027953,1.1837,0.25363,1.6412,1.8873,0.044667,0.16276,0.14996,0
3749,0.20603,0.60369,0.33623,0.0,3.541,0.43771,0.085982,1.6565,0.071848,1.201,0.058186,0.44619,0.37432,0.4242,909.59,0.25904499999999997,0.1697,5.4674,0.24033,3.541,0.41299,0.067871,0.024399,0.068158,2.3671,1.4287,0.19514,0.055109,1.5198,0.1761,4.8018,5.0039,0.067871,0.51989,0.042098,0
3752,0.17554,0.59842,0.35997,0.0,2.6566,0.35433,0.085412,1.6711,0.079335,1.5518,0.066077,0.17922,0.39845,0.32032,62.141,0.25904499999999997,0.21134,4.0855,0.21179,2.6566,0.40466,0.079724,0.066953,0.087771,0.94722,1.2936,0.19497,0.073392,1.5955,0.2433,8.8834,8.9517,0.079724,0.43713,0.00768,0
3753,0.065215,0.95227,-0.12943,-0.028334,1.2224,0.069237,0.034048,1.0501,0.025151,2.3077,0.025151,-0.027791,0.047726,0.092708,2.2307,-0.69022,0.36689,0.49687,0.47316,2.5929,0.05809,0.18248,0.00102,0.063091,0.37137,0.67615,0.45009,0.17359,0.8532,0.44407,0.25451,0.30978,0.18197,1.3665,0.21716,0
3755,0.10152,0.33594,0.21606,0.17824,1.0778,0.38294,0.10698,2.9768,0.068589,1.1047,0.08206,0.18182,0.58107,0.44359,0.77743,0.3842,0.24933,0.26563,0.089236,1.2495,0.69541,0.072131,0.13712,0.080774,0.84106,1.4303,0.041739,0.033738,1.3028,0.19305,1.0333,1.2366,0.072192,0.17471,0.19679,0
3756,0.065515,0.9878,-0.39929,0.0,1.42,0.064373,0.08316,1.0124,0.039964,1.0125,0.046136,0.048133,0.012202,0.12842,6.5729,-0.77126,0.69562,1.1891,0.29941,1.42,0.11842,0.21085,0.052508,0.26621,0.41268,0.367,0.001007,0.000709,0.48825,0.75055,0.023569,0.22874,0.21085,0.0,0.1599,0
3757,0.32153,0.22844,0.39919,0.000503,1.6334,0.20429,0.27803,4.3776,0.24465,1.1694,0.19685,0.75504,0.76407,1.6462,7.4287,0.82025,0.059679,5.3383,0.41395,1.6334,0.88585,0.25342,1.1937,0.016342,4.1343,3.8157,0.3569,0.2185,2.2472,0.093607,1.5854,1.8203,0.25342,0.41673,0.14812,0
3758,0.025645,0.38278,0.058416,-0.10585,0.76055,0.26842,0.13536,2.6125,0.036865,1.2802,0.033718,0.057209,0.039411,0.2627,1.9427,0.069781,0.50329,1.8267,0.061332,0.76055,0.89421,0.080641,0.0724,0.097262,0.24636,0.56271,-0.018642,-0.024511,0.42549,0.14939,0.7373,1.0682,0.080641,0.041549,0.44877,0
3761,0.084221,0.62967,0.000322,0.0,1.7508,0.20302,0.078076,1.5881,0.061026,1.364,0.048106,0.12979,0.18245,0.18116,7.7187,0.00068,0.35774,2.6127,0.10561,1.7508,0.4581,0.06032,0.0087,0.16116,0.73866,0.78396,0.070535,0.040289,0.8363,0.31989,0.78226,0.96767,0.06032,0.22742,0.23702,0
3763,0.046556,0.54251,0.25501,0.44701,1.0958,0.15304,0.079359,1.8433,0.060692,0.84722,0.047479,0.55803,0.44983,0.11956,0.94244,0.71606,0.53759,0.15545,0.084331,0.99238,0.60347,0.086002,0.057464,0.17378,0.13578,0.77407,0.066026,0.067335,1.1868,0.43457,1.2631,1.6945,0.087451,0.1035,0.34156,0
3765,0.005902,0.88159,-0.37776,-0.02086,2.0737,0.016221,0.00581,1.1343,0.00581,0.94628,0.002846,0.11657,0.050751,0.006694,1.1568,-0.59485,0.42498,2.3287,0.020776,2.0737,0.25221,0.010019,0.009862,0.5289,0.050435,0.33383,0.055562,0.026793,0.41396,0.36177,0.18646,0.39715,0.010019,0.04984,1.13,0
3766,0.000324,0.62269,0.004803,-0.001245,1.4061,0.002569,0.046751,1.6059,0.000537,1.2491,0.00023,0.017269,-0.000921,0.10487,0.4435,0.006851,0.44199,2.2465,0.007208,1.4061,0.69922,0.005126,0.009437,0.26184,0.00227,0.53162,-0.05069,-0.03605,0.47994,0.2102,0.53813,0.99726,0.005126,0.000858,0.85319,0
3767,0.061529,0.67372,0.00527,0.0,0.80465,0.21231,0.16657,1.4843,0.092064,1.8409,0.076466,0.12352,0.27967,0.18032,2.9555,0.00816,0.80955,1.0879,0.071685,0.80465,0.62263,0.089088,0.073638,0.14255,0.41372,0.58887,0.037624,0.046758,0.52573,0.47604,0.50523,0.96412,0.089088,0.18858,0.90827,0
3777,0.065257,0.39353,0.28545,0.0,1.2746,0.29184,0.089579,2.5411,0.062001,1.0406,0.051197,0.16944,0.56641,0.25515,1.7936,0.64327,0.30874,3.0335,0.080871,1.2746,0.71697,0.063447,0.29539,0.11671,0.28713,1.2149,0.042095,0.033025,1.4135,0.22684,1.3667,1.6157,0.063447,0.1076,0.1822,0
3778,0.045447,0.85316,0.003615,0.077982,1.1322,0.064171,0.067508,1.1721,0.04014,1.1624,0.04014,0.066965,0.12343,0.089588,1.8333,0.012545,0.72784,1.2423,0.072302,1.1322,0.29179,0.063859,0.055421,0.2263,0.1122,0.43316,0.063694,0.056257,0.83434,0.66818,0.50956,1.0125,0.063859,0.3095,0.9871,0
3779,0.14189,0.55805,0.039995,0.0,1.1947,0.437,0.20354,1.792,0.1469,1.5913,0.11876,0.22215,0.14189,0.37551,11.169,0.071628,0.4251,1.7944,0.19336,1.1947,0.5915,0.16184,0.1515,0.071537,0.89546,0.70505,0.1247,0.10438,0.79137,0.40108,0.79149,1.0593,0.16184,0.32106,0.33838,0
3782,0.17263,0.54182,0.072097,0.0,1.5739,0.46899,0.16717,1.8456,0.13831,1.2924,0.10968,0.29863,0.17263,0.40244,16.443,0.15546,0.30467,2.5017,0.21841,1.5739,0.53585,0.13877,0.14101,0.065162,2.1298,0.98071,0.18631,0.11838,0.98972,0.34243,0.98799,1.1555,0.13877,0.37676,0.16951,0
3786,0.079852,0.30218,-0.032501,0.14393,1.1832,0.74227,0.2234,3.3092,0.14056,1.1919,0.11587,0.17664,0.68825,0.45317,2.0409,-0.036032,0.42335,0.39339,0.11888,0.70584,0.85993,0.17249,0.10109,0.056459,10.655,0.69354,0.061786,0.089654,0.32432,0.22405,0.76303,0.95336,0.15481,0.11602,0.24944,0
3789,0.10208,0.69849,-0.087875,0.18068,1.0661,0.24144,0.16474,1.4317,0.08476,1.2446,0.061284,0.24407,0.27815,0.33686,1.0017,-0.17466,0.41383,0.22408,0.15652,1.763,0.39187,0.093967,0.017697,0.079258,0.98062,0.67171,0.023305,0.013991,0.71138,0.37426,0.55287,0.77891,0.06196,0.36699,0.40884,0
3790,0.16751,0.16709,0.67895,0.0,1.2337,1.2588,0.17053,5.9847,0.16727,1.062,0.13578,0.4458,0.82576,1.0266,30.062,0.25904499999999997,-0.18589,6.2395,0.19109,1.2337,0.83607,0.1549,2.4336,0.027667,0.44018,2.8203,0.19325,0.15665,5.0443,0.15723,5.3009,5.3211,0.1549,0.20112,0.003804,0
3792,0.003112,0.5815,-0.12657,0.0,1.7541,0.006875,0.056643,1.7197,0.001774,0.94936,0.001774,0.040843,0.033071,0.17087,0.0,-0.18782,0.28368,2.2058,0.003899,1.7541,0.54616,0.002223,0.19269,0.20139,0.037914,0.53908,-0.096247,-0.054869,0.56084,0.35294,0.62103,0.81049,0.26879,0.007437,0.30506,0
3795,-0.01098,0.82691,0.010334,0.0,1.9242,-0.020765,0.050682,1.2093,-0.005706,1.1202,-0.005706,0.022626,0.043918,0.11794,0.77778,0.022419,0.41754,2.3093,0.014639,1.9242,0.47126,0.007608,0.049267,0.19053,-0.14912,0.88029,-0.072336,-0.037592,0.65191,0.27689,0.37553,1.0224,0.007608,-0.063433,1.7226,0
3796,0.051674,0.31059,0.29568,0.13801,1.039,0.21355,0.052568,3.2197,0.032102,1.0561,0.025041,0.18068,0.66142,0.30235,0.38039,0.75023,0.10409,0.24323,0.075547,2.0672,0.66181,0.03661,0.31587,0.086698,0.7134,1.7197,0.033314,0.016144,1.9507,0.15619,1.6782,1.6792,0.037581,0.078125,0.000584,0
3797,0.001613,0.6318,-0.099647,0.0,1.8733,0.010271,0.01035,1.5828,0.001961,0.94331,0.000861,0.1434,0.3478,0.027429,0.76625,-0.1343,0.3367,2.9255,0.024967,1.8733,0.64235,0.013328,0.002955,0.52987,0.018956,0.4834,0.008314,0.004438,0.40836,0.1935,0.49623,0.8657,0.013328,0.004382,0.74456,0
3798,0.035936,0.40327,0.091428,0.055958,1.0349,0.18625,0.08788,2.4797,0.03544,1.2778,0.026606,0.075143,0.58023,0.26475,0.45533,0.14032,0.28982,0.14736,0.059426,1.3836,0.72648,0.043997,0.055237,0.10179,0.50535,1.0791,-0.011403,-0.008443,0.86405,0.19693,0.89053,1.115,0.033745,0.061934,0.25206,0
3800,0.075121,0.35539,0.2155,0.22834,1.1008,0.97249,0.12966,2.8138,0.069794,1.0279,0.054802,0.28685,0.64138,0.44228,1.0228,0.31408,0.21698,0.35837,0.12736,1.3754,0.89839,0.09291,0.64746,0.055793,0.56741,1.8447,0.045301,0.033047,0.88319,0.079006,0.93479,1.3094,0.091604,0.11712,0.40071,0
3803,0.064714,0.52557,0.20284,0.0,1.9595,0.17954,0.18317,1.9027,0.033025,1.0901,0.033025,0.082315,0.43061,0.68294,0.0,0.46446,0.24924,2.5255,0.016878,1.9595,0.59361,0.008613,0.11481,0.059544,0.27825,0.9175,-0.29422,-0.15015,1.0717,0.27156,1.0863,1.3593,0.32263,0.1364,0.25123,0
3804,0.001059,0.64279,-0.18662,-0.013957,1.3593,0.001839,0.04448,1.5557,0.000779,1.1735,0.000779,-0.012898,-0.00026,0.094064,1.1108,-0.30565,0.46693,2.1846,-0.044876,1.3593,0.37368,-0.033013,0.045375,0.31139,0.010449,0.50005,-0.05,-0.036783,0.60583,0.41022,0.58504,0.612,-0.033013,0.002965,0.046091,0
3807,0.061571,0.6036,-0.050146,0.048201,1.0925,0.23574,0.1393,1.6567,0.077989,1.0612,0.05636,0.12799,0.24238,0.21298,6.8813,-0.072809,0.55117,1.6623,0.089079,1.0925,0.54701,0.08154,0.015518,0.1222,0.64668,0.59781,0.03069,0.028093,0.51569,0.36019,0.57555,0.79422,0.08154,0.15533,0.37992,0
3808,0.015141,0.90755,-0.32985,0.004295,1.0241,0.031908,0.058973,1.1019,0.015728,1.3417,0.009768,0.015427,0.037853,0.090543,0.28733,-0.583,0.57839,0.047921,0.043491,1.6086,0.18133,0.028058,0.018466,0.26996,0.17563,0.45546,-0.023541,-0.015187,0.47845,0.5048,0.066904,0.3205,0.023515,0.39998,0.1599,0
3809,0.058907,0.24872,0.053872,0.0,0.74342,0.45038,0.083258,4.0207,0.079238,1.1039,0.079238,0.12611,0.45755,0.24886,0.0,0.066074,0.33294,1.7454,0.001715,0.74342,0.86752,0.002307,0.10285,0.10873,7.8264,1.3543,-0.002989,-0.00402,0.74249,0.3013,0.92145,1.064,0.41607,0.078409,0.15471,0
3810,-0.054089,1.0758,-0.54024,0.06887,0.9686,-0.046456,0.025662,0.92951,-0.017533,0.7704,-0.019089,0.060734,-0.10087,0.063493,-0.18056,-1.1474,0.36353,-0.049097,-0.05282,2.906,-0.094444,-0.018641,0.044446,0.50836,-0.26348,0.30287,-0.17522,-0.061836,0.49187,0.36556,-0.21424,-0.20059,-0.03242,0.53623,-0.063684,0
3813,0.029862,0.64048,-0.1825,0.12879,1.0322,0.071386,0.068136,1.5613,0.024956,1.0701,0.019489,0.16268,0.35916,0.14992,0.36386,-0.28214,0.41093,0.084326,0.054009,1.545,0.46399,0.035249,0.027994,0.17523,0.35034,0.50017,-0.012152,-0.007931,0.55138,0.36087,0.55524,0.71731,0.031238,0.083143,0.29188,0
